Neptune et Galathée,Spilliaert,43.062091705003034
Landscape With Stars,Cross,41.94480768152326
Ruined Country,Nash,41.771244811971584
Starry Night,Vangogh,41.29614878689522
Portrait of Adele Bloch Bauer I,Klimt,40.67280123889191
Equestrian Portrait of the Duke of Lerma,Rubens,40.31792680286954
Salon Natanson,Vuillard,40.227466799475216
Ghetto Theatre,Bomberg,39.21312233129776
The Card Players,Cézanne,38.31385949907438
A Lighthouse On Fire At Night,Wright,37.52597052376288
