Neptune et Galathée,Spilliaert,75.73309634014227
Equestrian Portrait of the Duke of Lerma,Rubens,72.96027126199706
Ghetto Theatre,Bomberg,69.22791993555323
Portrait of Adele Bloch Bauer I,Klimt,67.95036790148723
Landscape With Stars,Cross,66.6789651789644
Starry Night,Vangogh,66.42855307171288
Ruined Country,Nash,65.97280600861234
Salon Natanson,Vuillard,65.84656641042515
The Card Players,Cézanne,62.92636563192586
A Lighthouse On Fire At Night,Wright,60.192255008087145
